9.906840324400000286e-01 -7.139041137699999808e+02 1.613502960209999912e+02 1.289889335630000033e+01 2.752284288409999835e+00 1.178259328009999968e-01 -3.564436674119999982e+00 -1.209788417819999928e+01 -8.437909126279999228e+00 -7.205118656159999802e+00 -1.526083946229999988e+01 -1.366193389889999921e+01 -9.312965393069999820e+00 -6.882523059839999569e+00
9.071995019909999680e-01 -7.767506103519999670e+02 1.947347259519999909e+02 5.425054550169999601e+00 9.528002738950000605e+00 -1.419895553589999970e+01 -6.508887767790000112e+00 -1.901770210269999950e+01 -1.213685989380000052e+01 -1.276625442499999963e+01 -1.837913322449999853e+01 -1.202902507780000008e+01 -6.854318141940000331e+00 -7.556560516360000257e+00
9.852190017699999913e-01 -7.994064331050000192e+02 1.111155624390000014e+02 -3.236676025389999722e+01 2.151150465010000179e+00 -1.922423362729999852e+01 -1.494051647190000054e+01 -2.520758056640000078e+01 -1.505709171300000015e+01 -1.622880935670000113e+01 -1.301531791690000084e+01 -4.398000240330000032e+00 -1.664185523989999993e+01 -7.355628013609999627e+00
9.784691929819999689e-01 -7.175881958009999835e+02 1.864544982909999931e+02 2.225012063979999954e+00 1.492383384699999915e+01 -6.380949497219999600e+00 -3.681940555570000218e+00 -1.626948165889999842e+01 -8.853535652159999714e+00 -1.028394603729999979e+01 -1.840406227109999904e+01 -1.568916702269999952e+01 -1.060766983030000077e+01 -8.889558792109999885e+00
9.337648153309999755e-01 -7.545922851560000026e+02 8.057845306400000140e+01 -4.548261642460000331e+01 -1.035638523100000086e+01 -3.602925872800000207e+01 -1.789085388179999825e+01 -3.314648437500000000e+01 -1.094278144839999989e+01 -1.441631031040000011e+01 -1.472528171539999953e+01 -1.335283088679999963e+01 -3.495845556259999931e+00 -3.938818454739999808e+00
9.725161194800000519e-01 -7.112526245120000112e+02 1.817770996090000040e+02 1.939422607420000055e+00 1.297178649900000025e+01 -7.600481510159999843e+00 -5.321276664730000050e+00 -1.701178169250000138e+01 -1.237783622739999956e+01 -9.659729003909999889e+00 -1.739625930789999941e+01 -1.807284355159999834e+01 -9.040791511540000158e+00 -7.090758800509999737e+00
7.514610290530000514e-01 -7.916072387699999808e+02 6.200756835939999689e+01 -3.534582901000000277e+01 -1.482217693329999975e+01 -4.009399032590000189e+01 -2.211874198909999834e+01 -3.696097183229999672e+01 -1.049586963650000015e+01 -1.486755847929999952e+01 -6.405815601349999611e+00 -1.391451835630000033e+01 -1.410074043270000033e+01 -6.815692901610000298e+00
9.894008040430000150e-01 -7.955913085939999974e+02 1.016414031980000061e+02 -2.656846809390000175e+01 -2.074920415879999869e+00 -2.480388069150000163e+01 -1.886927032470000043e+01 -2.744569969180000157e+01 -9.323311805730000401e+00 -1.261587238309999925e+01 -1.438222122190000007e+01 -1.153971004489999963e+01 -9.454648017880000310e+00 -6.532197475430000289e+00
9.815888404849999471e-01 -6.900932617189999974e+02 1.358863677980000091e+02 -7.905711364750000314e+01 -2.180652999879999854e+01 -5.208353805539999826e+01 -2.666611862179999903e+01 -3.953469467160000050e+01 -1.928654861449999913e+01 -2.333165359499999880e+01 -1.470310401919999954e+01 -1.236744880680000058e+01 -1.044795608519999952e+01 -1.333362197880000011e+01
9.674284458159999600e-01 -7.330367431639999722e+02 4.661232757570000018e+01 -4.276052093509999708e+01 -1.118718242649999972e+01 -5.019092559810000154e+01 -2.088946342470000062e+01 -2.293394279480000009e+01 3.068260669709999888e+00 -8.199709892270000466e+00 -2.000706863399999946e+01 -2.276622390749999880e+01 -1.155717277529999976e+01 -1.382182598109999994e+01
9.219821095469999950e-01 -8.333494262699999808e+02 8.768991851810000071e+01 -4.272829055790000297e+01 -9.440053939820000295e+00 -3.957347488399999946e+01 -1.698787879940000067e+01 -1.327795505519999963e+01 -4.611856937409999802e+00 -1.115924644470000082e+01 -1.094538784030000045e+01 -1.795342254639999879e+01 -1.947062683109999881e+01 -1.240283584590000032e+01
9.906840324400000286e-01 -6.639555664060000026e+02 1.817242431640000007e+02 -3.757530450820000034e+00 8.985354423520000466e+00 -6.076709747309999798e+00 -8.831685066220000380e+00 -1.091350650789999932e+01 -6.920467853549999937e+00 -6.488547325129999876e+00 -1.500972366330000085e+01 -1.998964691160000129e+01 -1.013988399509999994e+01 -6.660511493679999617e+00
5.992883443830000489e-01 -8.085103759769999670e+02 5.508855056760000224e+01 -4.124008941649999826e+01 -8.569554328920000685e+00 -4.431291198729999792e+01 -9.238317489619999989e+00 -2.157838249210000114e+01 -3.575421571730000192e+00 -1.639640235899999965e+01 -1.313707351679999924e+01 -1.098786544800000087e+01 -1.030141258239999935e+01 -2.041272163389999861e+01
8.449825048450000375e-01 -7.879290161129999888e+02 1.996522369379999873e+02 -9.039567947389999247e+00 7.301785469060000366e+00 -2.657406044009999846e+01 -1.555456447599999947e+01 -1.623205757139999861e+01 -6.630238056179999617e+00 9.205231666559999804e-01 -9.471436500550000304e+00 -1.848508453370000026e+01 -1.378843021389999990e+01 -5.342957019810000041e+00
9.542258977890000216e-01 -7.857225341800000251e+02 6.652574157710000691e+01 -3.436023330689999966e+01 -7.252964496609999756e+00 -4.781066513060000034e+01 -2.471506881710000059e+01 -3.464874649050000244e+01 -1.281241989139999937e+01 -1.449064445499999998e+01 -3.368253469469999928e+00 -2.098613357540000024e+01 -1.210490322110000072e+01 -4.144289016720000163e+00
9.281112551689999490e-01 -7.533881835939999974e+02 5.828592681880000015e+01 -4.784477710720000054e+00 7.742929458620000371e-01 -4.756998062129999738e+01 -3.621080398560000191e+01 -3.541801071169999915e+01 -5.520516395569999624e+00 -1.879469299320000175e+01 -2.139367866519999950e+01 -4.092330455779999987e+00 -4.059190273279999595e+00 -1.224025440219999972e+01
9.526747465129999926e-01 -7.415958862300000192e+02 5.401463317870000225e+01 -3.530151367189999689e+01 -1.708839607239999836e+01 -5.244853973389999879e+01 -2.535973930360000139e+01 -2.935796737669999956e+01 -6.566904544829999857e+00 -1.942761421200000171e+01 -1.388492107389999930e+01 -1.376744461060000013e+01 -1.033263015750000058e+01 -1.714292526250000037e+01
8.630833625789999797e-01 -7.847123413089999531e+02 1.634802856450000093e+02 -5.340525150300000412e+00 1.841739845280000054e+01 -2.718541336059999836e+01 -3.961607217790000135e+00 -1.752154922489999933e+01 -1.904596447939999937e+00 -2.565367698669999807e+00 -1.625084877009999929e+01 -1.983405685419999998e+01 -2.012808036799999911e+01 -1.615915870670000132e+01
9.709103107450000048e-01 -9.343006591800000251e+02 1.071963882449999943e+02 -2.955476951600000035e+01 -3.239327621460000017e+01 -3.314414215090000226e+01 -2.817452049259999924e+01 -2.004600334170000053e+01 9.652245044710000554e-01 3.733513832089999873e+00 6.916179656979999812e+00 -4.825033187869999907e+00 -3.083387184140000059e+01 -3.395066452030000193e+01
9.905949831010000262e-01 -7.936499633790000416e+02 7.777577209470000241e+01 -5.853453063959999980e+01 -3.216273117069999898e+01 -6.603163909910000484e+01 -3.796161270139999999e+01 -3.088094329830000007e+01 5.739730358120000098e+00 -5.262584209439999938e+00 4.266135215760000321e+00 -8.937511444089999202e+00 -2.462351989749999959e+01 -2.749013328550000068e+01
