2.968376122679999767e-07 1.094287767960000077e-06 5.312412667989999881e-06 6.999725883360000074e-06 3.468319391689999959e-07 2.275844508400000057e-07 5.101647275299999655e-06 1.594411742190000039e-06 2.900055960709999850e-06 5.864090439900000293e-07 2.191004933039999823e-09 1.114686565269999926e-09 2.922817543550000122e-09 7.273638913400000408e-10 6.994233525679999784e-10 3.743054199920000167e-10 2.650148156479999974e-10 2.306936586200000049e-10 2.326002584979999878e-10 2.315872355000000085e-10 2.303939677929999986e-10 1.905663543629999881e-10 7.301093757350000258e-11 4.790130792020000217e-11 -1.002571594239999968e+03 1.779820556640000007e+02 -6.391484737399999894e+00 -4.117187500000000000e+01 -7.434068202969999817e+00 4.897773265839999723e+00 -2.323367118839999890e+01 -4.348275756839999673e+01 -2.227124214170000016e+01 4.855391025540000349e+00 7.333483695980000050e+00 -1.663548827170000077e+00 4.437946319579999965e+00 2.045111497859999818e-03
3.599090803159999836e-07 3.999725208810000108e-07 2.181447626979999974e-07 8.495052128409999920e-08 1.782935754589999958e-07 2.406064254500000014e-07 1.667854832019999931e-07 1.897665384829999971e-07 1.397826281389999882e-07 1.108393092859999996e-07 1.154621784850000036e-07 1.245890359769999880e-07 9.194629768670000002e-08 3.443830820519999751e-08 2.014295397150000055e-08 1.643494762499999986e-08 9.995935634779999955e-09 6.279968989279999688e-09 3.152062166830000205e-09 1.170732621959999950e-09 4.947740550599999683e-10 2.614536642740000184e-10 1.376166403059999947e-10 7.413274855090000352e-11 -1.076080810550000024e+03 8.441419982909999931e+01 1.966205024719999983e+01 2.372766494749999922e+01 1.297175693510000016e+01 8.130635261540000158e+00 5.533819198610000489e-01 1.508387178180000121e-01 -5.015148639679999576e+00 -1.263869881630000025e+00 -4.687975883480000050e+00 -6.551360607150000348e+00 -7.671430587769999754e+00 4.203082644380000225e-04
1.549725425319999910e-06 7.454799742850000409e-06 8.989378329719999516e-06 2.992554300360000200e-06 2.432792371110000132e-06 7.282181741179999656e-06 1.329107635679999964e-05 8.427104148720000425e-06 1.457052712790000080e-05 2.176735279140000169e-06 4.531828210470000068e-07 1.373871754139999898e-07 5.423696691759999692e-08 1.449453534969999983e-08 4.760389860080000086e-09 1.270982652460000096e-09 7.089279163710000306e-10 2.592807080150000191e-10 4.289757715710000074e-10 6.257080409360000055e-10 7.948623981239999931e-10 1.802783755609999877e-10 2.476804004950000161e-11 9.328681056799999370e-12 -1.058066650389999950e+03 2.034150390620000053e+02 5.018622207639999999e+01 -3.068710899350000076e+01 -1.568626689909999961e+01 1.840216064450000033e+01 1.450548744199999973e+01 -8.181468963620000423e+00 -1.464773178099999917e+01 -9.003175735470000163e+00 -8.278127670290000850e+00 -1.015356254579999984e+01 -4.374778270720000251e+00 2.308796392750000169e-03
8.400276419709999589e-05 5.329412670109999857e-05 1.108465767170000012e-05 8.760383138910000152e-07 2.341445934920000031e-07 3.388421134790000142e-07 6.189657142390000407e-07 1.697361994960000071e-06 3.729471927730000051e-06 1.396595280310000006e-06 1.194740661960000016e-06 2.122670139220000095e-06 4.402589183879999720e-06 4.092659310119999793e-06 5.186866928849999830e-06 4.157025159660000095e-06 2.916272478609999925e-06 2.666945192690000098e-06 3.188299160680000120e-06 4.486811121750000212e-06 6.383092568289999586e-06 2.364210786250000198e-06 4.182033421779999761e-07 9.901377495680000297e-08 -7.244174804689999974e+02 3.919924020769999906e+00 3.809578704829999651e+01 4.998350143430000259e+01 3.247394561769999655e+01 2.883810997009999966e+01 1.093186569210000059e+01 -1.642563247680000060e+01 -1.051572895049999978e+01 -3.008089780809999780e+00 -3.832113981250000023e+00 -1.191158294679999941e+01 -5.290334224699999588e+00 1.337893586610000053e-02
2.402950485699999853e-06 4.853617596720000090e-08 2.088956208010000132e-08 5.361623607310000108e-07 4.784538418789999803e-07 2.869195192549999899e-08 1.320134259690000127e-07 3.812006070800000157e-07 6.289075145110000148e-07 2.701708581300000016e-07 6.265240131139999673e-07 5.886321474689999892e-08 3.037875728749999927e-07 6.003562589290000498e-07 2.699246408610000121e-07 1.195626282420000102e-07 5.694551319379999959e-08 2.837746038150000082e-08 2.001611498769999863e-08 9.666103473189999592e-09 1.703560492669999978e-08 7.437860549690000383e-09 2.253217390449999856e-09 3.877086429680000235e-10 -9.182625732420000304e+02 2.122520065309999993e+01 -2.070800781250000000e+01 3.367352676389999999e+01 7.019922256470000121e+00 3.090596008300000008e+01 5.205996513369999690e+00 1.817999333139999896e-01 2.424319267270000111e+01 3.351109313959999980e+01 2.717548370360000121e+01 2.483674621580000164e+01 6.116514205929999726e+00 1.523519516919999948e-03
6.108560228310000070e-06 9.408906407769999409e-06 1.765708657329999895e-05 7.574671599290000021e-06 2.307347313039999858e-05 2.186653182429999876e-05 8.271057595270000129e-06 9.318354386780000381e-06 2.252323429270000166e-05 7.539223588539999783e-06 1.091774811360000005e-05 2.169032086389999841e-06 4.745442311100000054e-06 1.839483957159999930e-06 3.585822696549999877e-07 1.377352276679999988e-07 9.802023726019999782e-08 3.703066298039999936e-08 1.920166248230000127e-08 6.370372229720000193e-09 3.229273293210000026e-09 1.835930740769999970e-09 5.083934384590000104e-10 2.219928824100000034e-10 -8.385972900389999722e+02 1.209675445559999929e+02 -4.978385543819999981e+01 1.343877124790000011e+01 4.624412536620000402e+00 6.812971115109999865e+00 8.643582463260000015e-01 3.970134019850000140e+00 1.184989356990000076e+01 5.300838947299999937e+00 -1.498469829560000077e+00 7.507195949549999803e+00 1.843289256100000051e+00 8.001268841329999340e-03
5.675315605909999966e-06 9.711823622639999728e-06 8.133925439320000212e-05 1.166639267470000001e-04 2.091151254720000107e-04 8.661314495839999845e-05 1.040084098350000004e-04 6.890870281500000288e-05 3.843288868670000151e-05 1.634026011740000043e-05 3.859039861710000265e-05 1.545431950940000108e-05 4.715877821579999818e-06 3.776921403190000106e-06 1.133285877590000089e-06 1.349952185589999979e-07 2.919259678440000158e-08 1.019919615430000051e-08 2.841637369850000092e-09 1.445429109739999977e-09 5.650611090150000402e-10 4.480819049140000219e-10 3.267253967380000191e-10 2.184171732370000120e-10 -7.214985961910000469e+02 1.412970123290000117e+02 -1.020062179570000040e+02 1.503534603119999957e+01 -3.076202392580000122e+01 -1.622752380369999869e+01 -4.910909652710000017e+00 -1.819305539129999927e+00 8.527463674549999872e-01 2.950219869610000156e+00 6.961405754090000286e+00 2.173165702820000078e+01 1.716067075730000058e+00 2.531579881910000010e-02
5.162358138479999984e-05 1.735686419119999974e-05 2.625595516289999838e-05 9.818411854210000537e-06 1.352375966230000002e-05 2.328605114599999930e-05 2.201751340179999839e-05 1.024946868709999933e-05 2.104723716909999933e-05 4.045780588060000015e-05 9.914547263179999300e-06 1.137626327360000034e-06 1.045773160510000074e-06 1.066565232580000057e-06 8.780544362710000410e-07 2.432505823439999897e-07 1.541834251379999889e-07 1.098251374290000058e-07 2.790349284959999950e-08 4.428612143670000296e-09 8.380275362540000496e-10 4.409128340209999963e-10 2.751297245579999950e-10 2.140528310160000118e-10 -7.992391357420000304e+02 1.124914016719999950e+02 -5.119410324100000054e+01 1.040304660800000036e+01 2.013502597810000072e+00 1.422131919859999982e+01 -1.224904823299999990e+01 6.187750816350000349e+00 1.643104743960000036e+01 3.445827484130000062e+00 -1.489622688290000063e+01 6.686244964600000174e+00 9.621288299559999757e+00 1.082337182019999997e-02
2.959048833869999957e-05 6.080390085119999940e-05 5.998840424579999706e-05 2.865379974539999884e-05 1.857690403990000120e-05 3.409605051270000033e-05 1.133710247810000018e-04 1.144231355279999948e-04 3.952817496609999695e-05 2.005568967430000014e-05 2.748904080360000133e-05 2.497806963220000029e-05 3.917221874870000135e-06 3.294421730970000119e-06 1.066102299769999985e-06 2.594998136369999818e-07 1.078163691660000009e-07 5.970881744590000093e-08 3.222767830379999906e-08 1.525591919460000132e-08 3.830471051460000077e-09 1.308621100370000074e-09 7.637009913350000510e-10 2.367373797000000107e-10 -7.738242187500000000e+02 1.407598724370000127e+02 -6.039790344240000053e+01 1.339668178560000023e+01 7.420044422150000152e+00 1.571929836270000003e+01 9.591851234439999985e+00 -9.380511283869999772e+00 -9.361035346979999616e+00 -7.335884571080000249e+00 -7.634563446040000256e-01 9.797091484070000078e+00 -2.487123727799999795e+00 1.807894930240000128e-02
5.919825071029999840e-06 9.863272680380000233e-06 1.857879396989999912e-05 3.110356192339999932e-05 1.273249381479999919e-05 8.344574598599999431e-05 8.739911572770000050e-05 1.141870689029999942e-05 1.012735719999999955e-05 1.089522629630000042e-05 1.282966786679999918e-05 3.807992015940000052e-06 1.987299128810000059e-06 7.051934858280000303e-07 3.897429792230000064e-07 1.181177253780000011e-07 4.947689546950000294e-08 2.117368147479999981e-08 1.585543252250000014e-08 8.118166583420000539e-09 1.557941553540000057e-09 6.519658701799999610e-10 3.590387431809999780e-10 2.202567711549999992e-10 -7.858066406250000000e+02 1.329804534909999916e+02 -6.556565856929999825e+01 -4.530634880070000037e+00 -1.174212074279999918e+01 1.874742984769999898e+00 1.293171882630000047e+00 6.863704681399999785e+00 1.128877162929999933e+01 -1.313189315800000045e+01 -6.023463726040000132e+00 2.064647293089999991e+01 1.589310932160000078e+01 1.232489198449999990e-02
