-656.501403809,187.604980469,-81.7333984375,-19.8742733002,-46.7030639648,-31.1056518555,-42.4390830994,-14.4629144669,-22.9237995148,-14.8067369461,-7.48986577988,-11.9308729172,-16.716878891,0
-764.606750488,120.474822998,-45.4345817566,12.4850177765,9.73021602631,5.82841253281,1.46062600613,-1.0912168026,2.07171440125,-6.406062603,-6.57967281342,14.3757419586,3.82515859604,0
-744.367553711,92.2726745605,-65.633026123,2.71226620674,2.24971079826,4.19353055954,1.59276664257,5.5691742897,1.82542765141,-11.9458398819,3.30437612534,24.7591209412,14.4836931229,0
-977.606079102,164.124725342,27.0888671875,23.340051651,22.6837081909,-1.2181135416,-15.2417669296,-9.99670600891,-2.93020939827,-6.90919160843,-4.09944677353,10.7341327667,11.5021190643,0
-827.396057129,148.682281494,-34.4415779114,24.3243732452,12.0504741669,-1.8918389082,-5.92220115662,-1.05991816521,0.28837582469,-8.04974460602,-11.4795408249,10.5720386505,4.31617307663,0
-753.913757324,121.943466187,-37.7056312561,-0.348833739758,-6.6648311615,-14.1207828522,-5.14839363098,-3.5774075985,3.63227677345,-5.94316864014,-4.07109546661,12.2277650833,4.12519645691,0
-804.163146973,107.250427246,-22.0636882782,-3.69316673279,4.82288074493,5.07183456421,-0.298793971539,-4.66678953171,13.3377599716,3.01680779457,4.99659347534,11.0036449432,0.620539367199,0
-671.904968262,103.834625244,-72.444190979,-10.2363157272,-20.5843830109,-18.7641429901,-2.95144128799,-0.104452870786,13.1466312408,9.44088840485,3.62105488777,10.0548667908,-2.6787519455,0
-717.265991211,107.838806152,-65.5818786621,-5.99060153961,-20.325302124,-6.32989358902,4.17339134216,5.08689546585,10.3957452774,-0.937994062901,-8.74386978149,17.5945091248,15.6221981049,0
-793.725769043,198.720916748,-57.4500656128,-1.67250812054,-2.59619998932,-11.2517652512,-10.4995803833,-3.5157430172,0.32399943471,-8.12648868561,-12.5463666916,6.70135402679,4.08363676071,0
